Lon,Lat,Diam,RBA,Terrane
136.018,67.3065,14.8125,7.449423542,0
137.488,67.2669,14.2803,-1.905079105,0
143.023,68.5762,25.6245,0.076983861,0
146.126,69.9777,14.1397,-0.327736621,0
146.272,69.7729,11.633,-2.154184227,0
153.544,70.9731,13.2628,5.305772714,0
151.609,70.1293,16.7226,3.513445802,0
156.885,72.4596,13.0654,3.701741495,0
160.845,71.8897,14.1353,0.547768319,0
162.941,72.0462,10.4509,6.039832229,0
174.798,72.4025,10.3805,4.500874079,0
178.296,73.036,12.2787,3.495589114,0
179.963,72.6136,22.3306,3.340374152,0
183.397,72.7807,13.855,14.42278177,0
193.192,72.9327,15.6774,2.336973214,0
193.672,71.9585,12.0288,-2.800405274,0
198.801,72.0593,14.067,0.147900411,0
196.739,71.9239,10.3964,0.16460077,0
202.299,71.7025,18.0118,4.325004628,0
203.914,71.9828,20.7095,-3.162715875,0
202.97,70.7601,14.7447,1.037215936,0
206.865,70.7674,13.7959,7.069074067,0
207.646,71.4474,17.6349,3.975957509,0
216.829,70.1083,17.8356,5.707334792,0
216.565,69.3035,14.4852,-0.274779832,0
218.278,68.1358,20.375,17.66468783,0
220.004,68.756,16.6528,5.024133626,0
222.138,66.657,15.1509,12.51459609,0
226.758,64.9756,11.2177,5.389121223,0
231.6,62.3326,14.0871,7.751394478,0
230.428,62.3793,27.2609,-5.045027178,0
237,62.2468,25.0041,15.73847209,0
235.409,63.2606,17.9,4.001766554,0
235.825,62.4136,12.3245,2.443612623,0
229.175,66.2796,12.0927,10.32993056,0
229.769,66.0264,13.3551,11.47259204,0
230.524,66.5233,13.397,-4.19777489,0
222.455,68.6344,14.0504,-7.159002883,0
221.292,69.2381,11.5423,1.865116074,0
223.647,69.166,28.7343,-2.928006044,0
208.969,72.1342,17.4472,1.779531106,0
211.311,72.1634,11.0942,-0.250732314,0
204.576,73.4118,14.4778,1.653868013,0
197.542,73.8315,13.3329,-0.242786895,0
187.114,75.804,22.0348,3.538005326,0
188.248,74.9653,16.1608,-2.673822798,0
184.99,75.0682,23.74,6.275869508,0
159.34,73.647,11.9197,1.332201843,0
156.66,73.4643,18.3013,5.509783842,0
152.132,72.3054,13.8789,3.663588231,0
148.485,71.3314,15.9377,0.757381234,0
153.516,73.6599,20.9225,7.802505461,0
152.995,72.2041,20.6581,-2.472022126,0
146.933,72.0686,16.9198,2.854201222,0
138.669,69.1679,14.3454,-1.562406002,0
137.405,68.8836,22.2351,-2.828263519,0
128.293,65.7743,25.5874,2.228791754,0
122.673,61.8709,16.988,5.901969958,0
156.886,74.969,11.4452,-0.74976068,0
161.721,74.7072,12.1288,-0.846508743,0
183.271,76.2501,14.1397,7.786219432,0
192.725,75.5732,11.3836,5.54695114,0
201.288,74.3607,14.3781,-2.590143511,0
212.551,73.5696,18.2668,1.194447908,0
213.463,72.2453,12.2141,-1.617965147,0
219.118,71.0935,10.7002,1.940984066,0
219.565,70.9764,15.7972,2.670103897,0
222.219,71.1499,23.6045,3.679002457,0
226.245,69.6352,10.8731,4.403045044,0
226.946,69.72,12.3034,2.013226668,0
226.948,68.9154,13.8544,2.222224419,0
234.322,66.2614,14.3183,4.335273781,0
239.155,63.5093,14.1983,3.267416387,0
241.428,61.4352,13.8538,2.617274873,0
244.803,61.4087,17.2703,11.65053087,0
245.113,60.63,11.2611,-0.701620716,0
243.762,62.4926,14.536,6.095180822,0
233.729,68.6166,16.6486,3.290413205,0
236.826,68.5657,26.5475,7.075745011,0
235.861,68.1466,19.742,0.617990573,0
234.013,69.3737,11.8988,0.870874312,0
225.772,71.4176,15.1222,1.203202616,0
228.539,71.6627,15.2489,11.02470123,0
230.429,70.5332,13.7,1.136077872,0
237.777,65.0459,13.0323,-1.676823531,0
220.479,72.2602,12.563,4.013502397,0
221.273,73.2615,14.1346,2.733342329,0
215.275,75.443,10.7782,-0.170417068,0
210.021,76.6585,29.1344,0.446813214,0
206.852,75.8249,19.5387,-3.957164157,0
201.429,76.4824,19.9702,-4.872271062,0
179.841,77.3751,11.0745,1.931254003,0
156.791,76.1239,18.7177,1.590149911,0
162.146,76.9075,15.9993,9.523337221,0
160.461,76.4725,11.0001,5.408405838,0
156.305,75.7698,24.3471,6.61107045,0
151.269,75.1675,26.3916,4.495385596,0
144.809,73.7749,10.3237,2.554307732,0
141.099,73.6345,21.6566,6.814615684,0
131.731,71.6827,21.4943,11.00510554,0
113.669,60.3681,12.1876,3.357722812,0
115.369,61.9103,10.6604,-3.553056548,0
129.217,72.7594,18.2012,10.46581929,0
139.996,74.6545,18.1002,-0.444916178,0
143.492,75.1408,13.2126,-0.124900708,0
140.895,75.4395,14.1184,4.224731023,0
145.989,76.3592,17.3081,4.331511777,0
147.174,76.4242,11.1538,0.484659811,0
144.316,76.479,17.9715,4.575091443,0
148.935,76.1219,16.6631,0.060509145,0
155.472,76.8196,15.2499,5.685364933,0
185.262,78.3737,20.2761,4.028488811,0
187.005,78.8524,16.5389,-1.965019611,0
193.427,77.5093,11.4165,4.864663349,0
195.918,78.0474,16.9726,0.977738272,0
198.547,77.5856,21.2284,3.872067232,0
206.989,77.5179,13.0201,2.601488921,0
203.377,77.7303,12.1041,3.792198916,0
224.308,73.7098,19.826,1.786698486,0
222.363,74.0257,10.5699,1.666347995,0
227.52,73.7209,27.4882,-1.137915114,0
225.595,72.6558,11.5911,-1.546926768,0
232.374,70.8283,15.1564,-1.499853757,0
235.467,69.6195,15.0337,3.16927007,0
238.515,66.9399,16.1172,-3.727948516,0
242.823,67.7969,18.9491,6.76372269,0
245.806,62.916,21.4107,7.881073573,0
245.129,62.8328,12.329,11.51658356,0
246.147,60.0917,10.9979,3.285151718,0
248.692,60.6379,10.2438,0.942986442,0
248.884,61.5751,10.4161,7.415182973,0
248.685,63.1276,12.6695,2.389287402,0
246.265,63.6333,10.3906,0.423395143,0
244.63,65.6519,15.5864,1.270137205,0
240.062,69.1102,15.4098,3.608486153,0
239.906,69.5936,11.5433,5.080635889,0
238.164,69.3691,12.932,6.569599866,0
217.648,77.0592,16.3578,4.463774039,0
219.824,76.6161,22.8407,4.730953818,0
213.749,77.9282,10.8088,-0.676609672,0
207.46,78.6165,12.2797,0.570962105,0
201.18,79.6456,14.7651,8.860295181,0
195.325,79.5905,18.7212,4.726138804,0
205.708,80.176,29.6319,0.379545379,0
153.649,78.4723,14.1926,7.628649245,0
132.898,73.9752,14.9642,3.157451965,0
125.264,72.0958,14.5141,-0.882006862,0
110.867,62.2994,12.3349,0.932600272,0
107.868,61.4299,12.7825,4.89213579,0
110.581,63.9009,28.7539,-1.618782147,0
122.661,74.5103,15.1607,11.46925182,0
124.519,74.8827,11.5447,1.045118262,0
127.419,75.8832,16.1483,6.607717999,0
134.435,77.4721,11.2774,1.353614629,0
155.541,80.4604,11.6615,-0.841177027,0
211.582,79.0414,11.9977,0.544992057,0
221.8,78.0276,11.175,3.462929577,0
228.1,76.9757,20.7491,-0.217781288,0
227.375,76.2613,20.0992,-4.76530035,0
226.03,76.3333,18.6883,-3.216233725,0
232.715,76.2294,11.9453,2.36049839,0
235.403,74.3172,11.8613,5.248342594,0
241.539,70.3702,12.7306,3.540214673,0
244.618,68.2097,15.2561,1.878217124,0
245.593,67.8427,10.0344,-1.482902393,0
247.157,68.8952,29.9328,8.918358503,0
250.798,65.7198,16.7416,10.73578452,0
251.72,62.0745,18.9734,9.621933542,0
254.06,60.9942,14.9889,2.562123994,0
255.366,61.0866,17.6965,12.71293519,0
254.509,61.8709,23.1029,10.37550037,0
252.532,64.2376,15.1684,1.458750471,0
253.379,65.6932,11.907,3.367142032,0
250.613,67.0452,11.1563,0.744751162,0
249.408,69.0538,11.0805,3.221487362,0
247.515,70.1611,16.1987,6.713804772,0
242.295,73.112,10.1099,3.482071718,0
241.905,72.5219,21.244,-5.414490803,0
243.118,71.8251,10.0777,-0.857770457,0
241.397,71.8514,20.1884,-4.811402077,0
238.183,75.8123,22.7099,0.522830485,0
236.273,75.7709,13.8473,6.160474607,0
235.283,76.7464,14.7134,-1.233667869,0
232.797,77.9949,16.3288,2.372079367,0
226.798,78.7064,18.1553,3.448036091,0
222.651,79.5388,23.7631,0.598714843,0
228.572,79.7408,28.8956,1.030806008,0
239.271,76.7111,28.546,-7.465532205,0
205.39,81.2409,14.2282,1.000623448,0
162.215,82.4059,16.0506,11.53047416,0
146.589,81.7507,25.2716,3.401541791,0
141.247,81.9973,20.1473,11.32016088,0
158.848,82.0777,14.6572,-2.258459257,0
150.504,80.9823,16.8543,12.77700955,0
136.578,79.192,13.7367,-0.716909393,0
134.065,79.4615,18.3214,2.578953093,0
132.51,79.187,15.3698,5.455451678,0
136.426,79.539,10.6095,-1.490641871,0
130.135,77.389,22.7201,-1.305208275,0
123.023,75.8984,16.8891,-1.341192577,0
113.594,70.6878,12.0996,0.786038416,0
108.825,66.2343,17.2988,9.534705488,0
105.87,61.1095,22.4715,9.81332116,0
102.473,63.4154,14.3773,-0.017461098,0
104.545,67.7109,16.4665,9.392600797,0
107.643,69.8231,15.8295,8.352341256,0
110.239,71.4352,14.6289,8.010667244,0
118.068,77.055,16.0126,3.177378105,0
119.869,77.9385,10.0094,1.195869214,0
129.728,79.4302,14.201,1.336931178,0
130.423,79.8142,12.2281,3.92046532,0
132.841,80.349,12.8212,0.253885555,0
126.069,80.3329,14.8757,3.665225018,0
137.665,81.1408,10.7307,-0.793437616,0
131.591,80.0124,13.6809,5.169357059,0
156.988,82.6452,14.5075,5.913737152,0
219.283,82.4413,12.9764,-4.050247609,0
224.039,81.6023,11.9413,2.421416474,0
230.962,81.125,12.3417,1.112694482,0
238.852,78.563,11.4198,1.232285336,0
241.343,77.2072,10.2931,2.91147541,0
249.393,70.5951,11.5959,4.691332497,0
250.056,70.9913,22.858,2.700137884,0
251.857,69.0682,13.6137,2.543390119,0
252.288,68.3436,18.842,5.287534916,0
254.283,69.4383,25.9923,0.051350756,0
256.221,65.8334,28.6277,1.85663711,0
257.468,66.7481,23.2776,3.91676675,0
255.372,64.5337,13.956,7.364321478,0
255.425,63.0977,22.3527,4.266103759,0
257.148,60.864,20.5906,19.1603373,0
258.628,64.7527,26.8762,9.015094503,0
256.327,67.9751,11.6985,3.59590004,0
253.64,71.1965,16.2244,5.436293911,0
252.789,71.5468,13.6678,0.299362626,0
256.075,71.573,14.4817,1.337703483,0
255.142,72.0319,10.2646,-0.350907952,0
254.086,72.321,10.1865,0.476968869,0
254.744,73.4158,18.1052,0.355476153,0
251.836,73.5127,14.1316,6.960814284,0
249.299,74.7532,11.307,-0.858314675,0
250.792,74.9453,10.2569,1.18738113,0
252.157,74.9497,11.8994,5.55237099,0
252.62,75.5774,15.1981,0.15224537,0
246.457,77.6234,11.9136,-0.385488605,0
243.496,77.7885,12.063,-1.015625466,0
244.473,78.3424,16.1277,4.453641955,0
241.885,78.6509,12.1941,1.076619334,0
249.193,77.345,28.9419,-7.679234282,0
240.744,78.6157,12.8649,-0.705816753,0
238.19,81.5823,11.4899,2.252181765,0
226.991,83.2822,22.1189,1.639103667,0
187.789,84.8218,13.1633,0.034480381,0
130.738,82.7498,11.0299,1.286355785,0
119.667,80.0265,20.9911,0.598926964,0
117.895,79.031,25.6588,-1.204760231,0
113.389,77.5329,14.1924,0.297560486,0
110.628,76.4503,22.2019,0.044732301,0
109.243,75.9197,16.7166,1.618439508,0
107.847,74.718,13.0271,-0.041326898,0
112.275,73.0727,10.6553,4.942122491,0
106.787,72.3418,11.9685,5.342627078,0
104.747,68.7022,14.5473,3.264597438,0
100.27,63.7719,12.0972,5.435700404,0
98.1407,67.8197,14.0262,7.832565294,0
101.429,72.7575,13.4163,4.153492651,0
101.933,73.1677,12.3676,-4.257496943,0
101.875,73.6778,13.7256,2.824952596,0
103.887,73.1128,15.2544,5.092598587,0
112.99,79.4213,17.2793,0.826254644,0
111.642,79.5408,17.7582,1.409682167,0
115.898,82.6206,10.8212,1.975660873,0
120.654,83.2064,10.0768,-2.179696746,0
138.558,85.8988,23.969,9.862496455,0
173.188,85.9712,16.7309,-1.690455029,0
253.789,80.6959,13.2019,4.608460695,0
253.683,78.7615,17.6411,2.61197643,0
255.479,78.0547,11.1966,0.385737912,0
255.776,78.7281,14.7548,1.19863892,0
257.073,77.9558,11.6981,1.865329463,0
257.44,77.2621,22.1578,0.03773011,0
255.564,75.6014,14.5062,-0.716695208,0
256.029,74.5288,11.4746,4.695341976,0
257.434,73.7257,14.3482,5.69853952,0
258.811,72.7088,28.0749,3.505726245,0
262.089,70.3076,14.9832,3.458878693,0
262.145,67.9454,11.121,4.697445846,0
262.322,64.8046,15.5771,12.34805833,0
266.004,61.0834,11.6028,3.919312653,0
266.242,62.5842,12.1452,1.736096014,0
265.582,64.035,15.3437,15.58093742,0
266.374,64.5028,28.0411,-6.046216487,0
266.813,65.2736,15.9417,8.380835799,0
263.579,67.7161,10.25,5.070508111,0
265.664,67.8521,12.9581,5.605802042,0
265.77,68.4027,22.3314,-0.652521176,0
263.192,69.7779,14.0336,-2.501615481,0
263.548,70.9144,11.6192,0.643741697,0
264.399,71.9749,13.1415,5.014521877,0
264.252,71.5004,17.2988,5.787914586,0
261.965,72.8611,19.8333,7.010950964,0
262.909,73.6975,17.1902,9.296276411,0
260.397,74.9443,10.1466,5.582704465,0
260.678,75.2758,29.0736,4.742569052,0
259.526,77.9597,12.751,2.267416092,0
259.971,79.1892,20.0436,-1.563982577,0
257.519,80.6171,12.2724,2.859074846,0
255.583,83.2095,11.8071,5.142517247,0
107.035,80.3604,10.1321,1.155948042,0
133.204,86.8079,22.3233,2.972971243,0
98.3785,83.1181,29.1182,-0.58976904,0
97.8842,84.3794,17.0167,6.05795452,0
100.43,78.9116,10.3367,2.328473233,0
101.736,77.7082,11.633,2.709037125,0
100.706,74.8252,10.2358,5.34606218,0
94.4816,68.0938,14.4011,4.764820515,0
91.4539,65.3206,16.4221,0.922919973,0
92.7388,67.7126,11.962,3.925078935,0
92.9939,68.336,11.2695,1.000488701,0
91.3612,73.8687,10.0482,3.021484915,0
92.2787,74.4426,13.8209,3.461635574,0
93.4738,76.5623,21.4616,3.187946728,0
94.775,75.994,18.1199,1.620497287,0
88.2176,75.6927,16.2304,5.726405158,0
87.6473,74.7976,20.9162,4.962474857,0
88.0031,74.5184,10.8235,0.255330075,0
93.4335,77.0588,12.5151,1.899575121,0
95.5559,79.5808,18.4577,3.429951806,0
121.105,89.1368,14.3677,6.403542579,0
250.029,87.9609,16.7128,4.574673745,0
260.515,84.1915,15.1716,6.309023394,0
263.255,82.0401,21.5637,12.33690358,0
265.456,81.1279,18.0813,5.081261989,0
266.703,79.5644,24.1472,-7.896267883,0
264.224,76.7639,28.3956,4.744516533,0
268.721,76.2484,25.5764,-5.119972412,0
268.65,71.421,18.5069,3.185976555,0
266.402,68.9758,10.9392,2.514753616,0
267.283,68.4131,14.6588,0.460638107,0
267.899,67.7726,20.0873,-0.996540986,0
268.145,67.2726,14.8222,2.316173634,0
269.636,64.2717,12.5102,1.146470217,0
268.541,62.3967,11.7462,8.401931378,0
268.847,61.5057,13.6995,3.669565252,0
272.756,61.3157,13.3873,5.772832571,0
270.906,74.9271,12.3806,-1.132016335,0
272.457,79.7861,11.1405,1.354007849,0
274.069,79.3762,10.8778,-0.333854284,0
274.066,80.6295,16.1337,3.596097953,0
269.371,81.5673,11.8864,1.743887016,0
268.936,84.4067,12.2927,0.683622696,0
267.687,87.9223,11.216,2.615461238,0
283.342,86.9256,23.0809,0.757559297,0
310.371,89.3976,15.5867,6.255006584,0
79.8386,87.2661,13.5423,2.071729169,0
82.6724,86.365,16.1308,2.477333007,0
92.4868,84.915,24.4436,-0.370903014,0
85.5766,83.7433,11.4792,3.546045249,0
83.3813,84.1017,16.5728,-0.108166892,0
82.4425,83.246,23.602,5.028666575,0
85.8743,82.5628,12.9733,3.587620319,0
84.7748,81.3197,10.6575,-2.464233386,0
82.5865,81.5255,15.463,11.80867352,0
82.9976,82.2576,12.0601,1.495607201,0
89.4179,76.3489,19.0325,-4.574537108,0
85.7026,75.7054,11.9894,5.927047213,0
87.6852,72.8836,10.0571,1.655487648,0
89.7901,71.4629,26.3604,0.011657481,0
85.6361,70.1671,15.876,-0.583678751,0
85.1513,70.9611,27.9552,-0.034588817,0
89.5045,63.3417,16.471,-1.336685518,0
88.5869,63.1531,19.6598,1.226082295,0
87.9728,60.236,12.7946,-1.964466441,0
86.3073,66.8599,17.6879,4.837341885,0
85.5912,69.2047,14.345,4.246508059,0
84.7333,74.8453,14.1034,4.718927738,0
85.0957,75.0413,17.9317,7.421899196,0
82.0594,74.4924,10.3916,1.259662895,0
81.3255,76.0375,15.474,7.570301123,0
78.9512,79.1827,17.2572,-4.110925396,0
79.7601,79.7197,12.7244,6.321861191,0
75.9207,82.167,12.3706,0.612241557,0
77.3724,82.4045,12.7953,0.136875334,0
75.4443,81.7967,10.3422,-0.682264283,0
74.7236,81.4864,25.8883,0.873294467,0
72.4824,82.499,13.5136,2.427203138,0
73.8988,83.7055,13.3404,3.929237602,0
72.7264,83.363,15.4848,1.55430032,0
65.7525,83.8255,20.7368,7.944274921,0
49.1332,85.8041,27.5845,-4.286688983,0
54.4016,86.2595,15.8846,-0.951621766,0
58.7121,86.3774,14.8523,-0.353337833,0
97.1932,88.5906,24.1307,-5.061527472,0
284.161,84.5278,13.0318,2.756483689,0
294.165,83.9949,26.7443,-0.733629902,0
291.514,83.1352,16.1409,6.488512358,0
291.349,82.4142,19.7148,4.924785424,0
280.658,80.1574,11.6359,0.462778545,0
277.8,76.5838,15.0895,5.048049143,0
279.334,75.7777,20.1374,-1.601066472,0
277.757,72.9885,16.2064,4.877964686,0
277.159,73.0457,26.9701,-0.01225183,0
273.366,65.1806,22.0772,0.973456916,0
276.338,61.3903,19.6398,1.218909645,0
276.968,62.5559,15.7004,9.349562692,0
275.325,62.8385,15.3506,7.908999658,0
276.688,63.4115,16.1992,1.935505688,0
277.314,63.9376,12.3357,2.548345087,0
276.657,64.0036,10.3554,2.473021172,0
277.564,65.3542,17.8366,5.199051482,0
275.863,66.0156,10.0008,-0.850986801,0
277.831,66.4678,10.8633,2.382918983,0
277.324,68.6545,13.4489,-1.122048878,0
278.287,69.0925,15.4731,1.678985461,0
277.773,69.4867,12.5946,0.401209725,0
281.193,69.6713,11.0296,3.19619707,0
283.759,75.6606,26.9392,6.228276803,0
289.277,77.7701,22.3179,-5.187729237,0
304.99,83.4014,14.8643,6.958457753,0
305.739,84.3548,22.887,2.141978204,0
310.18,84.4954,10.7603,4.743771387,0
314.692,85.514,18.1427,6.649995673,0
5.49151,86.8241,10.4264,-2.449177985,0
32.6075,85.4462,24.3142,1.640877355,0
47.9714,84.6881,26.5907,-1.020351071,0
69.661,81.0633,16.053,1.393089786,0
72.2525,80.1611,17.4749,-0.865281922,0
70.1347,80.4354,20.7624,0.665382646,0
74.8777,78.362,22.4928,1.529888548,0
77.4174,75.5383,12.9241,2.058737983,0
79.5989,74.4904,17.6652,1.401575809,0
77.6243,74.3365,17.9448,8.506467418,0
79.9478,74.0557,12.6833,3.567461685,0
80.7308,73.738,17.4366,3.194597577,0
81.2465,74.161,13.0273,-1.940269304,0
81.3515,73.1019,14.4996,0.817914039,0
81.2139,72.1233,18.0414,9.727428503,0
79.505,71.0819,12.2511,4.459732289,0
83.1483,62.5995,20.3468,-7.202595773,0
82.8927,63.3472,11.0876,-1.228210586,0
81.2314,61.0173,12.3324,9.802502617,0
80.8302,61.017,11.5804,3.726905704,0
80.6732,61.3547,11.8196,-5.661951517,0
76.3859,68.8713,11.389,-1.222311641,0
77.0349,69.9181,11.1277,0.460863385,0
75.8163,74.7766,15.0001,9.231549807,0
72.9938,77.1598,23.2197,8.525496046,0
73.3039,77.6038,14.4881,-0.579500896,0
73.6234,76.1522,21.9756,1.979572074,0
72.8492,76.6951,22.1716,6.847919383,0
70.4094,76.3629,12.3012,1.071319653,0
68.1183,78.2943,11.3363,2.609929389,0
70.2474,78.5747,21.4862,-0.035857073,0
63.773,79.515,24.1564,1.12734275,0
60.6746,80.7554,13.2569,1.031404921,0
61.8583,80.8736,13.1954,0.559930872,0
60.4945,80.3099,13.5489,1.304780025,0
53.8044,81.8589,13.1818,2.068017724,0
